trial,k,members,weights,ndcg5,recall1,recall5,mean_booked_rank,n_queries,n_booked
58,9,"A13,A6,B1,B3,C9,E3,F13,H2,I6","0.1058,0.0102,0.0048,0.1358,0.1757,0.2190,0.0517,0.0643,0.2327",0.42472393197108266,0.25809982486865146,0.6446293053123175,5.915936952714536,19979,13704
171,8,"A13,B6,C11,C6,C9,D4,E10,F2","0.0474,0.0808,0.2270,0.0499,0.2263,0.2571,0.0444,0.0671",0.4247217605215141,0.25605662580268534,0.6452860478692353,5.909223584354933,19979,13704
426,9,"A5,A6,B3,B6,D11,D14,E9,F2,I1","0.0049,0.0664,0.0195,0.2437,0.2011,0.0175,0.0641,0.2091,0.1737",0.42472063627866635,0.25532691185055456,0.6457968476357268,5.917834208990076,19979,13704
366,10,"A13,B1,B7,C11,E1,E10,E3,F13,I1,I3","0.2470,0.2591,0.0220,0.1351,0.0512,0.1368,0.0172,0.0419,0.0345,0.0553",0.42471967032525737,0.2553998832457677,0.6446293053123175,5.908858727378868,19979,13704
192,5,"A1,A6,B1,E9,F13","0.0628,0.4080,0.2769,0.0616,0.1906",0.4247184372057359,0.2559106830122592,0.642221249270286,5.926152948044367,19979,13704
414,7,"A11,B10,C11,D11,E1,E7,F13","0.2467,0.1084,0.0643,0.0293,0.2615,0.1180,0.1718",0.42470842047643237,0.25547285464098074,0.6452130764740222,5.905647985989492,19979,13704
423,7,"A13,B1,B3,C6,E10,E7,F2","0.1799,0.1415,0.0240,0.1894,0.0299,0.2435,0.1918",0.42470093773232953,0.2562755399883246,0.6444833625218914,5.905720957384705,19979,13704
253,10,"A13,A6,B7,C6,C8,E1,E10,E9,F13,F2","0.1472,0.0726,0.0355,0.0057,0.0615,0.1988,0.0219,0.1953,0.0467,0.2148",0.42469524413520093,0.2564214827787507,0.6439725627553999,5.90061295971979,19979,13704
496,9,"A1,A6,B1,B10,C9,D4,E4,H2,I1","0.2329,0.1090,0.0145,0.1322,0.0344,0.0611,0.2180,0.0835,0.1144",0.42468986814085274,0.2540863981319323,0.6443374197314653,5.913747810858144,19979,13704
370,6,"B1,B10,C6,D11,E10,F8","0.1127,0.0458,0.0066,0.1476,0.3445,0.3427",0.4246863731167187,0.2546701692936369,0.6444833625218914,5.933669001751314,19979,13704
247,8,"A1,A5,B1,C11,D4,E6,E9,I3","0.2096,0.0041,0.2955,0.3141,0.0702,0.0348,0.0706,0.0011",0.4246858265354241,0.2561295971978984,0.6438995913601868,5.913018096906013,19979,13704
123,8,"A11,B1,B9,C11,D4,E3,E9,I1","0.1117,0.2420,0.1359,0.0173,0.0908,0.2289,0.0393,0.1341",0.42466155114845533,0.25445125510799765,0.6446293053123175,5.914331582019848,19979,13704
53,10,"A1,B3,B6,B9,D4,E9,H2,I1,I3,I6","0.2741,0.0306,0.1085,0.0391,0.0993,0.0221,0.0763,0.0097,0.1066,0.2337",0.4246561204874487,0.2553998832457677,0.6425861062463515,5.901999416228838,19979,13704
477,10,"A11,A2,A5,B10,B6,B9,C6,F1,I1,I3","0.1021,0.1905,0.0651,0.2988,0.0723,0.1330,0.0221,0.0453,0.0378,0.0330",0.42464770115135986,0.25561879743140686,0.6439725627553999,5.912142440163456,19979,13704
54,6,"A1,A2,B3,D14,E1,F1","0.3287,0.1556,0.1862,0.0534,0.2410,0.0351",0.4246474295671263,0.2561295971978984,0.6441914769410391,5.918053123175715,19979,13704
307,6,"A5,B10,C9,D11,E9,F8","0.2855,0.0682,0.3798,0.1295,0.0609,0.0761",0.424644258219339,0.25226211325160536,0.6456509048453006,5.9311150029188555,19979,13704
361,7,"A13,B10,B6,B7,C6,E7,I1","0.1104,0.3163,0.1380,0.2049,0.1784,0.0392,0.0126",0.42461765774255816,0.2537215411558669,0.6443374197314653,5.9034588441331,19979,13704
495,4,"B10,B6,E1,E4","0.4016,0.0662,0.1382,0.3940",0.42461337031032365,0.2546701692936369,0.6440455341506129,5.9165936952714535,19979,13704
91,8,"A5,B10,B7,C9,D11,E4,F2,F8","0.1832,0.0095,0.0334,0.1114,0.0269,0.5403,0.0840,0.0112",0.42460904511906744,0.25561879743140686,0.6438266199649737,5.918563922942207,19979,13704
223,6,"B10,B6,E10,E6,F13,H2","0.0363,0.1270,0.2350,0.0085,0.4328,0.1604",0.4246071927919615,0.25284588441330996,0.6461617046117922,5.932355516637478,19979,13704
