trial,weights,ndcg5,recall1,recall5,mean_booked_rank,n_queries,n_booked
187,"0.1705,0.0580,0.2405,0.0478,0.0467,0.0782,0.0624,0.1614,0.0095,0.1251",0.4255758172618939,0.2559106830122592,0.645067133683596,5.909661412726211,19979,13704
296,"0.2563,0.0204,0.1689,0.1566,0.1040,0.1009,0.0158,0.0433,0.0533,0.0806",0.425562087371305,0.2570052539404553,0.6437536485697607,5.908493870402802,19979,13704
233,"0.2930,0.0314,0.0882,0.0851,0.0163,0.0841,0.2405,0.0593,0.0727,0.0292",0.4255617910779483,0.25605662580268534,0.6449941622883829,5.911923525977817,19979,13704
335,"0.3163,0.0445,0.0495,0.0747,0.0279,0.0354,0.1233,0.0089,0.0515,0.2679",0.42555713130155937,0.2558377116170461,0.6447022767075307,5.918563922942207,19979,13704
136,"0.1076,0.0301,0.0311,0.1274,0.0744,0.2027,0.1599,0.2026,0.0429,0.0212",0.42554721614703744,0.2564214827787507,0.6440455341506129,5.913309982486865,19979,13704
454,"0.0881,0.1052,0.1643,0.0703,0.2659,0.0902,0.0188,0.0262,0.0769,0.0941",0.42554315014514726,0.2553998832457677,0.6462346760070052,5.912580268534734,19979,13704
181,"0.0133,0.0297,0.1648,0.1891,0.0786,0.1731,0.0146,0.1681,0.1526,0.0162",0.42554158940551,0.2562755399883246,0.6444103911266783,5.908201984821949,19979,13704
278,"0.0878,0.0905,0.0812,0.0349,0.0222,0.0365,0.1591,0.1343,0.1360,0.2175",0.42554136031592027,0.25561879743140686,0.646015761821366,5.906669585522475,19979,13704
114,"0.0714,0.0182,0.0431,0.2004,0.2516,0.0261,0.0846,0.1531,0.0187,0.1328",0.42552993661702365,0.25445125510799765,0.6454319906596614,5.922650321074139,19979,13704
421,"0.1669,0.3330,0.0206,0.1171,0.1646,0.1147,0.0045,0.0407,0.0221,0.0157",0.42552867408836725,0.25664039696438995,0.645067133683596,5.9163018096906015,19979,13704
228,"0.1006,0.0599,0.1499,0.2504,0.0509,0.0068,0.0957,0.1729,0.0888,0.0241",0.4255256860335771,0.25605662580268534,0.6438266199649737,5.914039696438996,19979,13704
328,"0.1311,0.0605,0.0015,0.0269,0.1926,0.0165,0.1721,0.2871,0.0333,0.0784",0.42552339863608885,0.25561879743140686,0.6463076474022184,5.9176152948044365,19979,13704
309,"0.1495,0.0028,0.2634,0.0155,0.1598,0.0187,0.0790,0.1909,0.0806,0.0399",0.4255196788722268,0.2555458260361938,0.6452860478692353,5.909515469935785,19979,13704
485,"0.0410,0.0432,0.0808,0.0246,0.2312,0.2235,0.0012,0.1376,0.1497,0.0674",0.4255174086249523,0.2561295971978984,0.6452130764740222,5.906450671336836,19979,13704
271,"0.1940,0.0917,0.0448,0.2292,0.0137,0.1159,0.0590,0.2011,0.0460,0.0046",0.4255101556551126,0.25729713952130767,0.6440455341506129,5.917542323409224,19979,13704
99,"0.2941,0.1597,0.0395,0.0384,0.1420,0.0469,0.1801,0.0017,0.0560,0.0415",0.42550334310956867,0.2562025685931115,0.6447022767075307,5.913237011091652,19979,13704
164,"0.1663,0.2230,0.1298,0.0438,0.0996,0.0964,0.1155,0.0014,0.0447,0.0794",0.4255030663808541,0.2559836544074723,0.645067133683596,5.910537069468768,19979,13704
106,"0.1534,0.0486,0.1416,0.0067,0.0541,0.0717,0.0014,0.1870,0.0883,0.2473",0.4255014271652344,0.25561879743140686,0.6452860478692353,5.910318155283129,19979,13704
2,"0.2990,0.0842,0.1453,0.0192,0.1928,0.0025,0.0517,0.0300,0.1430,0.0323",0.42549229113927317,0.25547285464098074,0.6452860478692353,5.910391126678342,19979,13704
232,"0.2188,0.0364,0.1535,0.0577,0.0840,0.3277,0.0013,0.0041,0.0024,0.1141",0.4254749342132908,0.256713368359603,0.6444833625218914,5.908201984821949,19979,13704
100,"0.1486,0.0222,0.0416,0.2077,0.1049,0.0785,0.1471,0.1093,0.1079,0.0322",0.425451760585254,0.2562025685931115,0.6447752481027437,5.913528896672505,19979,13704
363,"0.2206,0.0577,0.0992,0.0122,0.2069,0.1126,0.0167,0.0800,0.0368,0.1572",0.42545166791943084,0.25561879743140686,0.6449211908931699,5.9163018096906015,19979,13704
203,"0.0923,0.0745,0.0775,0.1424,0.1274,0.1348,0.0002,0.0888,0.2481,0.0140",0.4254471256436919,0.256713368359603,0.6447022767075307,5.906012842965557,19979,13704
48,"0.1342,0.0253,0.2180,0.0365,0.2421,0.0251,0.1644,0.0180,0.0761,0.0604",0.42544027905801485,0.2543782837127846,0.6463076474022184,5.915207238762405,19979,13704
216,"0.1426,0.0010,0.1317,0.1415,0.0609,0.2115,0.0048,0.1014,0.1550,0.0496",0.4254356536773978,0.25751605370694686,0.6438266199649737,5.90703444249854,19979,13704
59,"0.1526,0.1124,0.0558,0.0305,0.1153,0.1620,0.0132,0.0062,0.1046,0.2476",0.42543288587204664,0.2564944541739638,0.6442644483362522,5.911923525977817,19979,13704
460,"0.0733,0.0915,0.1366,0.1278,0.1761,0.0045,0.0060,0.1566,0.1692,0.0584",0.42542691389510867,0.2559106830122592,0.6448482194979568,5.908056042031523,19979,13704
66,"0.1434,0.0402,0.0889,0.1009,0.3234,0.0392,0.0956,0.0895,0.0356,0.0433",0.42542215220118745,0.25518096906012844,0.6453590192644484,5.920242265032107,19979,13704
