trial,k,members,ndcg5,recall1,recall5,mean_booked_rank,n_queries,n_booked
52,9,"A1,B1,B10,C11,C9,D14,E1,E4,F2",0.42552783006636935,0.2549620548744892,0.6457968476357268,5.904334500875657,19979,13704
461,9,"A1,B10,B3,B6,B9,C9,D4,E3,F2",0.4255234269854792,0.2543782837127846,0.6448482194979568,5.90535610040864,19979,13704
334,5,"B7,D4,E4,I3,I6",0.42551647785890745,0.2553998832457677,0.6451401050788091,5.9009048453006425,19979,13704
401,6,"A2,B3,C9,D11,F2,I1",0.42551619307705874,0.2570052539404553,0.6454319906596614,5.9042615294804435,19979,13704
168,8,"A1,A2,B10,B3,C11,D11,E4,I3",0.42550849805453234,0.2558377116170461,0.6453590192644484,5.9022183304144775,19979,13704
329,4,"A2,B7,B9,E7",0.42550758744431516,0.2561295971978984,0.6441185055458261,5.909661412726211,19979,13704
51,9,"A11,A2,B1,B7,E10,E3,E6,F8,I6",0.4254955203440979,0.2543782837127846,0.6477670753064798,5.908274956217163,19979,13704
302,8,"A1,A2,A6,B1,C9,E3,E6,I1",0.4254853214702881,0.2555458260361938,0.6466725043782837,5.90535610040864,19979,13704
372,3,"B6,B7,E4",0.42548364815401146,0.25415936952714535,0.6460887332165791,5.908347927612376,19979,13704
199,9,"A11,A13,A6,B10,B6,C11,D11,F8,I3",0.42548063239598727,0.2548161120840631,0.6471833041447752,5.900394045534151,19979,13704
113,8,"A5,A6,B10,E10,E4,E6,F1,F13",0.42546612313116555,0.2548161120840631,0.6482049036777583,5.920169293636894,19979,13704
83,8,"A2,B10,B3,B9,E4,E9,F1,H2",0.4254656787462299,0.25547285464098074,0.6461617046117922,5.9146234676007,19979,13704
100,9,"A13,B1,B3,B7,C11,D11,E6,E9,H2",0.42545504074679547,0.25547285464098074,0.6455049620548745,5.9042615294804435,19979,13704
89,9,"A5,B1,C9,D11,E3,E4,F2,H2,I3",0.42545345686255037,0.2564944541739638,0.6458698190309399,5.901488616462347,19979,13704
289,10,"A11,B3,B7,D11,E1,E10,E4,E6,E9,F1",0.42545134650301997,0.25634851138353765,0.6457968476357268,5.911704611792177,19979,13704
398,7,"A11,A6,B10,B3,F1,F2,I6",0.42543871547310846,0.25532691185055456,0.6466725043782837,5.914988324576766,19979,13704
35,9,"A1,A2,B3,B7,C11,E10,F13,I3,I6",0.4254370863651357,0.25678633975481613,0.6445563339171045,5.904845300642148,19979,13704
37,8,"A1,A13,A5,B3,E1,E7,F2,I1",0.4254365185762926,0.25634851138353765,0.6452130764740222,5.909807355516637,19979,13704
439,6,"B3,B9,D11,E4,E6,I6",0.4254263985329179,0.25547285464098074,0.646015761821366,5.907910099241097,19979,13704
79,7,"B1,B7,D14,E3,E6,E9,I6",0.4254146245010615,0.2545242265032107,0.6457238762405137,5.9039696438995914,19979,13704
308,8,"A11,B1,B10,B9,D14,E4,I3,I6",0.42541254208951973,0.2551079976649154,0.6449941622883829,5.912142440163456,19979,13704
262,7,"A2,B10,B7,B9,C9,F13,F2",0.42540228867209967,0.2551079976649154,0.6454319906596614,5.911339754816112,19979,13704
66,10,"A2,B3,B7,C6,C8,D4,E10,E4,E6,F1",0.42540067708424467,0.25547285464098074,0.6454319906596614,5.901634559252773,19979,13704
436,7,"B1,B3,C6,C9,E3,F2,H2",0.42539912905627947,0.25605662580268534,0.645067133683596,5.900685931115003,19979,13704
118,5,"B1,B10,C6,E1,E3",0.42539796769683025,0.25386748394629305,0.6462346760070052,5.907618213660245,19979,13704
212,10,"A13,B6,D11,E1,E10,E3,E4,E7,I3,I6",0.42539487429110007,0.25693228254524225,0.6451401050788091,5.896526561587858,19979,13704
400,5,"B1,E4,E7,F8,I3",0.4253892508712991,0.2549620548744892,0.6451401050788091,5.9041155866900175,19979,13704
106,8,"A11,A6,C9,E10,E4,F1,F8,I3",0.42538292325978616,0.25561879743140686,0.6460887332165791,5.907983070636311,19979,13704
486,6,"A1,A5,B1,B3,B6,F1",0.42538225123627055,0.2559836544074723,0.6429509632224168,5.914112667834209,19979,13704
